start = 12, end = 18
start = 20, end = 24
start = 25, end = 26
start = 34, end = 36
start = 212, end = 214
start = 216, end = 218
start = 412, end = 418
start = 420, end = 424
start = 525, end = 526
start = 612, end = 614
start = 616, end = 618
start = 812, end = 818
start = 820, end = 824
start = 1012, end = 1014
start = 1016, end = 1018
start = 1025, end = 1026
start = 1034, end = 1036
start = 1212, end = 1218
start = 1220, end = 1224
start = 1412, end = 1414
start = 1416, end = 1418
start = 1525, end = 1526
start = 1612, end = 1618
start = 1620, end = 1624
start = 1812, end = 1814
start = 1816, end = 1818
