start = 10, end = 11
start = 17, end = 18
start = 32, end = 33
start = 110, end = 111
start = 210, end = 211
start = 310, end = 311
start = 410, end = 411
start = 417, end = 418
start = 510, end = 511
start = 532, end = 533
start = 610, end = 611
start = 710, end = 711
start = 810, end = 811
start = 817, end = 818
start = 910, end = 911
start = 1010, end = 1011
start = 1032, end = 1033
start = 1110, end = 1111
start = 1210, end = 1211
start = 1217, end = 1218
start = 1310, end = 1311
start = 1410, end = 1411
start = 1510, end = 1511
start = 1532, end = 1533
start = 1610, end = 1611
start = 1617, end = 1618
start = 1710, end = 1711
start = 1810, end = 1811
start = 1910, end = 1911
