start = 12, end = 100
start = 103, end = 200
start = 204, end = 300
start = 303, end = 400
start = 406, end = 500
start = 503, end = 506
start = 507, end = 600
start = 604, end = 700
start = 703, end = 800
start = 806, end = 900
start = 903, end = 1000
start = 1004, end = 1006
start = 1007, end = 1100
start = 1103, end = 1200
start = 1206, end = 1300
start = 1303, end = 1400
start = 1404, end = 1500
start = 1503, end = 1506
start = 1507, end = 1600
start = 1606, end = 1700
start = 1703, end = 1800
start = 1804, end = 1900
start = 1903, end = 2000
