start = 6, end = 13
start = 14, end = 21
start = 22, end = 32
start = 34, end = 44
start = 45, end = 54
start = 55, end = 59
start = 106, end = 112
start = 206, end = 213
start = 214, end = 221
start = 222, end = 226
start = 306, end = 312
start = 406, end = 413
start = 414, end = 421
start = 422, end = 432
start = 434, end = 436
start = 506, end = 512
start = 536, end = 544
start = 545, end = 547
start = 606, end = 613
start = 614, end = 621
start = 622, end = 626
start = 706, end = 712
start = 806, end = 813
start = 814, end = 821
start = 822, end = 832
start = 834, end = 836
start = 906, end = 912
start = 1006, end = 1013
start = 1014, end = 1021
start = 1022, end = 1026
start = 1036, end = 1044
start = 1045, end = 1053
start = 1106, end = 1112
start = 1206, end = 1213
start = 1214, end = 1221
start = 1222, end = 1232
start = 1234, end = 1236
start = 1306, end = 1312
start = 1406, end = 1413
start = 1414, end = 1421
start = 1422, end = 1426
start = 1506, end = 1512
start = 1536, end = 1544
start = 1545, end = 1547
start = 1606, end = 1613
start = 1614, end = 1621
start = 1622, end = 1632
start = 1634, end = 1636
start = 1706, end = 1712
start = 1806, end = 1813
start = 1814, end = 1821
start = 1822, end = 1826
start = 1906, end = 1912
